Input Facts,Input Rules,Inference,Label,Template Type
 Sandra went to the hallway. Sandra journeyed to the kitchen., If Sandra went to the hallway then Sandra is in the hallway. If Sandra journeyed to the kitchen then Sandra is in the kitchen.,Sandra is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Sandra went to the hallway. Sandra journeyed to the kitchen. Sandra travelled to the garden. Mary journeyed to the garden., If Sandra went to the hallway then Sandra is in the hallway. If Sandra journeyed to the kitchen then Sandra is in the kitchen. If Sandra travelled to the garden then Sandra is in the garden. If Mary journeyed to the garden then Mary is in the garden.,Mary is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Sandra went to the hallway. Sandra journeyed to the kitchen. Sandra travelled to the garden. Mary journeyed to the garden. Daniel went back to the bathroom. Daniel went to the garden., If Sandra went to the hallway then Sandra is in the hallway. If Sandra journeyed to the kitchen then Sandra is in the kitchen. If Sandra travelled to the garden then Sandra is in the garden. If Mary journeyed to the garden then Mary is in the garden. If Daniel went back to the bathroom then Daniel is in the bathroom. If Daniel went to the garden then Daniel is in the garden.,Sandra is in the kitchen.,FALSE,Type 4-PersonLocationChange
 Sandra went to the hallway. Sandra journeyed to the kitchen. Sandra travelled to the garden. Mary journeyed to the garden. Daniel went back to the bathroom. Daniel went to the garden. John went back to the garden. John travelled to the bedroom., If Sandra went to the hallway then Sandra is in the hallway. If Sandra journeyed to the kitchen then Sandra is in the kitchen. If Sandra travelled to the garden then Sandra is in the garden. If Mary journeyed to the garden then Mary is in the garden. If Daniel went back to the bathroom then Daniel is in the bathroom. If Daniel went to the garden then Daniel is in the garden. If John went back to the garden then John is in the garden. If John travelled to the bedroom then John is in the bedroom.,Mary is in the garden.,TRUE,Type 4-PersonLocationChange
 Sandra went to the hallway. Sandra journeyed to the kitchen. Sandra travelled to the garden. Mary journeyed to the garden. Daniel went back to the bathroom. Daniel went to the garden. John went back to the garden. John travelled to the bedroom. Mary went to the kitchen. Sandra moved to the hallway., If Sandra went to the hallway then Sandra is in the hallway. If Sandra journeyed to the kitchen then Sandra is in the kitchen. If Sandra travelled to the garden then Sandra is in the garden. If Mary journeyed to the garden then Mary is in the garden. If Daniel went back to the bathroom then Daniel is in the bathroom. If Daniel went to the garden then Daniel is in the garden. If John went back to the garden then John is in the garden. If John travelled to the bedroom then John is in the bedroom. If Mary went to the kitchen then Mary is in the kitchen. If Sandra moved to the hallway then Sandra is in the hallway.,Daniel is in the office.,FALSE,Type 4-PersonLocationChange
 John went back to the garden. Sandra went back to the bedroom., If John went back to the garden then John is in the garden. If Sandra went back to the bedroom then Sandra is in the bedroom.,John is in the bedroom.,FALSE,Type 4-PersonLocationChange
 John went back to the garden. Sandra went back to the bedroom. Sandra went to the bathroom. John went back to the kitchen., If John went back to the garden then John is in the garden. If Sandra went back to the bedroom then Sandra is in the bedroom. If Sandra went to the bathroom then Sandra is in the bathroom. If John went back to the kitchen then John is in the kitchen.,John is in the bedroom.,FALSE,Type 4-PersonLocationChange
 John went back to the garden. Sandra went back to the bedroom. Sandra went to the bathroom. John went back to the kitchen. Mary went back to the hallway. Daniel travelled to the kitchen., If John went back to the garden then John is in the garden. If Sandra went back to the bedroom then Sandra is in the bedroom. If Sandra went to the bathroom then Sandra is in the bathroom. If John went back to the kitchen then John is in the kitchen. If Mary went back to the hallway then Mary is in the hallway. If Daniel travelled to the kitchen then Daniel is in the kitchen.,Daniel is in the bedroom.,FALSE,Type 4-PersonLocationChange
 John went back to the garden. Sandra went back to the bedroom. Sandra went to the bathroom. John went back to the kitchen. Mary went back to the hallway. Daniel travelled to the kitchen. Sandra went back to the bedroom. Sandra went to the office., If John went back to the garden then John is in the garden. If Sandra went back to the bedroom then Sandra is in the bedroom. If Sandra went to the bathroom then Sandra is in the bathroom. If John went back to the kitchen then John is in the kitchen. If Mary went back to the hallway then Mary is in the hallway. If Daniel travelled to the kitchen then Daniel is in the kitchen. If Sandra went back to the bedroom then Sandra is in the bedroom. If Sandra went to the office then Sandra is in the office.,Sandra is in the bathroom.,FALSE,Type 4-PersonLocationChange
 John went back to the garden. Sandra went back to the bedroom. Sandra went to the bathroom. John went back to the kitchen. Mary went back to the hallway. Daniel travelled to the kitchen. Sandra went back to the bedroom. Sandra went to the office. Sandra went to the kitchen. Daniel travelled to the hallway., If John went back to the garden then John is in the garden. If Sandra went back to the bedroom then Sandra is in the bedroom. If Sandra went to the bathroom then Sandra is in the bathroom. If John went back to the kitchen then John is in the kitchen. If Mary went back to the hallway then Mary is in the hallway. If Daniel travelled to the kitchen then Daniel is in the kitchen. If Sandra went back to the bedroom then Sandra is in the bedroom. If Sandra went to the office then Sandra is in the office. If Sandra went to the kitchen then Sandra is in the kitchen. If Daniel travelled to the hallway then Daniel is in the hallway.,Sandra is in the bedroom.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the office. John moved to the bathroom., If Sandra journeyed to the office then Sandra is in the office. If John moved to the bathroom then John is in the bathroom.,John is in the hallway.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the office. John moved to the bathroom. Daniel moved to the hallway. John moved to the hallway., If Sandra journeyed to the office then Sandra is in the office. If John moved to the bathroom then John is in the bathroom. If Daniel moved to the hallway then Daniel is in the hallway. If John moved to the hallway then John is in the hallway.,John is in the hallway.,TRUE,Type 4-PersonLocationChange
 Sandra journeyed to the office. John moved to the bathroom. Daniel moved to the hallway. John moved to the hallway. John travelled to the kitchen. John went to the bedroom., If Sandra journeyed to the office then Sandra is in the office. If John moved to the bathroom then John is in the bathroom. If Daniel moved to the hallway then Daniel is in the hallway. If John moved to the hallway then John is in the hallway. If John travelled to the kitchen then John is in the kitchen. If John went to the bedroom then John is in the bedroom.,John is in the kitchen.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the office. John moved to the bathroom. Daniel moved to the hallway. John moved to the hallway. John travelled to the kitchen. John went to the bedroom. Daniel journeyed to the kitchen. John journeyed to the kitchen., If Sandra journeyed to the office then Sandra is in the office. If John moved to the bathroom then John is in the bathroom. If Daniel moved to the hallway then Daniel is in the hallway. If John moved to the hallway then John is in the hallway. If John travelled to the kitchen then John is in the kitchen. If John went to the bedroom then John is in the bedroom. If Daniel journeyed to the kitchen then Daniel is in the kitchen. If John journeyed to the kitchen then John is in the kitchen.,John is in the bathroom.,FALSE,Type 4-PersonLocationChange
 Sandra journeyed to the office. John moved to the bathroom. Daniel moved to the hallway. John moved to the hallway. John travelled to the kitchen. John went to the bedroom. Daniel journeyed to the kitchen. John journeyed to the kitchen. John travelled to the bathroom. John travelled to the kitchen., If Sandra journeyed to the office then Sandra is in the office. If John moved to the bathroom then John is in the bathroom. If Daniel moved to the hallway then Daniel is in the hallway. If John moved to the hallway then John is in the hallway. If John travelled to the kitchen then John is in the kitchen. If John went to the bedroom then John is in the bedroom. If Daniel journeyed to the kitchen then Daniel is in the kitchen. If John journeyed to the kitchen then John is in the kitchen. If John travelled to the bathroom then John is in the bathroom. If John travelled to the kitchen then John is in the kitchen.,John is in the garden.,FALSE,Type 4-PersonLocationChange
